Geo Point;Geo Shape;ID;adresse;patrimoine
43.6304954836, 1.4466109246;"{""type"": ""LineString"", ""coordinates"": [[1.449131157611582, 43.62938596643216], [1.448035325236709, 43.629942585319206], [1.447201667684732, 43.630370935950054], [1.446221349869133, 43.63087680469757], [1.445943745605041, 43.630958971389575], [1.445674933849642, 43.63099190792154], [1.444816954694324, 43.63104068556597], [1.443949438516951, 43.631095283535544]]}";440;RUE CHRISTINE PISAN;26 LIQUIDAMBAR
43.5944144616, 1.47828030763;"{""type"": ""LineString"", ""coordinates"": [[1.478181650172785, 43.5958419589337], [1.478133810714567, 43.595541598931916], [1.478208077109446, 43.595185281419845], [1.47845090331991, 43.59462375265721], [1.478598101324352, 43.59421630575784], [1.478599598995311, 43.59410575726003], [1.478347031831828, 43.593797219571876], [1.4778164825401, 43.59311900324826]]}";169;CHEMIN DE DUROUX;12 PTEROCARYAS,8 PLATANE
43.5800547407, 1.47221693456;"{""type"": ""LineString"", ""coordinates"": [[1.474159458566421, 43.57914031619056], [1.473767665509042, 43.5792758703481], [1.473253847054615, 43.57951581111244], [1.472913519973019, 43.57970412565088], [1.471629350892739, 43.580337774226], [1.470793771358824, 43.580776317116914], [1.470304555461789, 43.58103667285139]]}";499;CHEMIN DE LA BUTTE;22 CHENE
43.5842897597, 1.42764174348;"{""type"": ""LineString"", ""coordinates"": [[1.431353597047164, 43.58877803078636], [1.428417733003029, 43.58524193141403], [1.428229627079697, 43.585223839288474], [1.42814908218332, 43.58512953513053], [1.428141145930626, 43.58504718356943], [1.428220544328513, 43.58499069114544], [1.428119390327904, 43.58486686669655], [1.427764919002839, 43.58442615502173], [1.426458025171322, 43.58284574245927], [1.425797709111455, 43.58203075884509], [1.425680583419955, 43.58189300816571], [1.425019478191469, 43.58110908259116], [1.424444467083904, 43.5803994330772], [1.423917582922612, 43.5797735881095]]}";307;AVENUE DE MURET;144 TILLEUL
43.5779995637, 1.41464607512;"{""type"": ""LineString"", ""coordinates"": [[1.416752209958847, 43.57838348790446], [1.416195402704834, 43.57731582816206], [1.416049481888394, 43.57722335999607], [1.415997684342162, 43.57723361492631], [1.414500719597282, 43.57766633571448], [1.414465111351306, 43.57777916505962], [1.414631036952304, 43.578117721845864], [1.413186370676948, 43.578520082176524], [1.412083377179108, 43.578833899020346]]}";536;RUE PAUL LAMBERT;3 SAVONNIER,15 TILLEUL
43.5877062063, 1.41021972338;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.417390275407254, 43.59062459108639], [1.415921799234817, 43.59009273491496], [1.415175584867217, 43.58982846292327], [1.414248802754087, 43.58949773968575], [1.414023510782584, 43.589410576821805], [1.413369499122225, 43.58917862569816], [1.412371133043861, 43.588797561728796], [1.412173397741316, 43.5887144287402], [1.411276240978534, 43.5883575893717], [1.410831910251388, 43.5881851647948], [1.409097445446908, 43.587540819080886], [1.408122380792978, 43.58718379577299], [1.407093602864507, 43.58681414487742]], [[1.388949865612128, 43.577063549591315], [1.388134306093999, 43.57644604398358]]]}";331;ROUTE DE ST SIMON;83 TILLEUL,8 CORYLUS
43.6047538468, 1.40955011584;"{""type"": ""LineString"", ""coordinates"": [[1.410044735103424, 43.60484780284174], [1.40997715457094, 43.60498029266652], [1.409525336963394, 43.604994179345596], [1.409236188129158, 43.60499111430595], [1.409177329847623, 43.604595534823794], [1.409987284191363, 43.60439833220888]]}";371;PLACE BAUDIN;34 PLATANE
43.5992912209, 1.40995460355;"{""type"": ""LineString"", ""coordinates"": [[1.414921566189295, 43.60004873444039], [1.414881408893012, 43.599948572849215], [1.414390722122852, 43.599330502439294], [1.414210452857, 43.59915440495156], [1.413974098260784, 43.599056126046335], [1.413461237336545, 43.5990500012009], [1.408134347307608, 43.599310302395686], [1.404579444961928, 43.599509846421]]}";384;AVENUE BADIOU;86 CHENE,17 PIN PARASOL,7 ERABLE,20 POIRIER DE CHINE
43.549980917, 1.3845270277;"{""type"": ""LineString"", ""coordinates"": [[1.385661899582404, 43.55066174542439], [1.385248295985263, 43.55029042462416], [1.383319084016751, 43.54941174558378]]}";467;RUE CAROVIS;10 CHENE
43.5820485281, 1.37526675897;"{""type"": ""LineString"", ""coordinates"": [[1.375583407647456, 43.58286914842724], [1.375275318156052, 43.58206978929624], [1.374949507699875, 43.58122814051512]]}";283;RUE DE N'DJAMENA;52 SORBIER
43.5692595649, 1.4112505822;"{""type"": ""LineString"", ""coordinates"": [[1.4130001177885, 43.568854770755046], [1.412693688751766, 43.56899129189271], [1.412172490713638, 43.569170548365285], [1.41148241405462, 43.569319154055655], [1.410736201399369, 43.56940301417367], [1.410007805259252, 43.56938202640031], [1.409454146433962, 43.56931134949129]]}";299;RUE DE LONDRES;85 PLATANE
43.5632505106, 1.40538091691;"{""type"": ""LineString"", ""coordinates"": [[1.407497714988708, 43.562740495580826], [1.405711355406468, 43.563198350887], [1.4032536045049, 43.56371544482743]]}";288;ALLEE DE BELLEFONTAINE;80 MURIER,2 SOPHORA,2 ROBINIER,1 IF,1 CHENE
43.5896085466, 1.39635481132;"{""type"": ""LineString"", ""coordinates"": [[1.398150719144475, 43.59134552383046], [1.397532536397833, 43.590755763227484], [1.394727724203251, 43.588026552010746], [1.394568628233804, 43.5878616811017]]}";261;ALLEE DES VITARELLES;47 PLATANE,3 MICOCOULIER
43.6461651134, 1.42904589193;"{""type"": ""LineString"", ""coordinates"": [[1.429500008759872, 43.64620141795609], [1.428591775094464, 43.646128808912295]]}";6;PLACE DE LALANDE;2 ORME,3 MARRONNIER,28 MICOCOULIER,16 ERABLE
43.6207999972, 1.43127976732;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.430981798424051, 43.621332654345714], [1.431559146182244, 43.62068077670952]], [[1.431581373815137, 43.620607708413395], [1.431004622947851, 43.62040377695351]]]}";10;RUE ALFRED DE MUSSET;7 ERABLE,7 ROBINIER,1 PAULOWNIA,1 TILLEUL
43.6448622891, 1.45148593571;"{""type"": ""LineString"", ""coordinates"": [[1.450733608969756, 43.64536551273046], [1.452238262455346, 43.64435906540695]]}";46;RUE P. HARRIS;22 TILLEUL
43.6380062777, 1.46814336402;"{""type"": ""LineString"", ""coordinates"": [[1.467222019212685, 43.63684593236814], [1.469064708830158, 43.639166622973086]]}";59;RUE DE LUCHET;41 CERISIER A FLEUR,8 ERABLE POURPRES
43.6393397146, 1.46870159779;"{""type"": ""LineString"", ""coordinates"": [[1.468805092904351, 43.63929103175339], [1.468598102670224, 43.63938839741873]]}";60;RUE THEO. DE BANVILLE;4 TILLEUL
43.6093023262, 1.43910000266;"{""type"": ""LineString"", ""coordinates"": [[1.439093498266673, 43.609396262018855], [1.439106507062842, 43.60920839044287]]}";65;PLACE DES TIERCERETTES;1 BOULEAU,1 TILLEUL
43.6080805264, 1.43146647166;"{""type"": ""LineString"", ""coordinates"": [[1.430535084833045, 43.60680459966455], [1.432397858478931, 43.609356453176254]]}";71;BVD LECLERC;118 MICOCOULIER,13 ORME
43.6003657167, 1.43977245814;"{""type"": ""LineString"", ""coordinates"": [[1.439189280670652, 43.60090915245379], [1.440164776883029, 43.60000536652109], [1.440339076344319, 43.599806185218924]]}";76;QUAI DE LA DAURADE;18 PLATANE
43.6057614202, 1.42815431361;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.428255386612897, 43.60585001038179], [1.428166219391126, 43.60437771224173]], [[1.428103959530324, 43.60685164850071], [1.428050290699276, 43.60603862194465]], [[1.428328368953955, 43.60666008560422], [1.428265302318824, 43.60595158306228]], [[1.428437777126101, 43.60801142620176], [1.428398358798883, 43.607540314008524]], [[1.42803596981053, 43.60585354272231], [1.427937112896686, 43.60438763478905]]]}";80;ALLEE P. SEJOURNE;50 PLATANE
43.6049507779, 1.42834065192;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.428339409828197, 43.60528791646255], [1.42839486119296, 43.60526019946207], [1.428424420267256, 43.60522464404334], [1.428436239077634, 43.60499733356349], [1.428437826212227, 43.604880786955285], [1.428423781370117, 43.60477387101728], [1.428398387146832, 43.604725141582485], [1.428295032407317, 43.60466428643401]], [[1.427720897445999, 43.6052403909448], [1.427856160277128, 43.605404145614976]], [[1.428587471252279, 43.60487195728247], [1.428520610838326, 43.604650641331204], [1.428442706430564, 43.60459827405394], [1.428393960808704, 43.604586180102864]]]}";81;RUE DE L'ANCIEN VELODROME;26 PLATANE,12 ERABLE
43.6033076071, 1.45086505702;"{""type"": ""LineString"", ""coordinates"": [[1.448991284209064, 43.60538763952352], [1.45076251528721, 43.603685235231346], [1.451253347046283, 43.603246280633584], [1.451584841339892, 43.60284109638691], [1.451825551020313, 43.60241154307334], [1.451972471023414, 43.600842115167374]]}";86;BVD CARNOT;125 PLATANE
43.605376874, 1.4481560737;"{""type"": ""LineString"", ""coordinates"": [[1.447869020137999, 43.605189696304514], [1.448443127263303, 43.60556405161269]]}";91;ALLE ROOSEVELT;10 MAGNOLIA
43.6053117174, 1.45111794217;"{""type"": ""LineString"", ""coordinates"": [[1.451180178220955, 43.60565084180792], [1.451055706125331, 43.60497259298734]]}";100;RUE DE L'INDUSTRIE;11 ERABLE
43.6085733639, 1.45027452684;"{""type"": ""LineString"", ""coordinates"": [[1.450003204043049, 43.60861713572967], [1.450141873438292, 43.60848575965324], [1.450346308650253, 43.60857251357683], [1.450567268192306, 43.6086868313581]]}";101;PLACE BELFORT;18 MICOCOULIER
43.600411621, 1.4444349964;"{""type"": ""LineString"", ""coordinates"": [[1.443784017935356, 43.60037006630241], [1.445085974866799, 43.600453175693694]]}";106;PLACE ESQUIROL;32 TILLEUL
43.6012346375, 1.44217756811;"{""type"": ""LineString"", ""coordinates"": [[1.442231959721175, 43.6012383669954], [1.442123176493381, 43.6012309080085]]}";109;PLACE DE LA BOURSE;4 GLEDITSCHIA
43.6151707293, 1.4440647198;"{""type"": ""LineString"", ""coordinates"": [[1.438914790816077, 43.61597715759514], [1.439093451342448, 43.615962095380105], [1.439562092391176, 43.61588633648638], [1.440059335825001, 43.615725127214056], [1.441035541686501, 43.61535407827231], [1.441616809202034, 43.61518351574445], [1.442392163882362, 43.61499570260404], [1.442979435030081, 43.61491045621701], [1.444153608401073, 43.61493863335938], [1.445984715695174, 43.61518768621814], [1.446704524100861, 43.6152600980261], [1.447258974505241, 43.61522892317767], [1.447851811559459, 43.61503204965882], [1.449165810904349, 43.61441412738884]]}";112;BVD MATABIAU;69 PLATANE
43.6099895955, 1.47755174319;"{""type"": ""LineString"", ""coordinates"": [[1.477474291831573, 43.61004508494166], [1.477629194539505, 43.60993410598462]]}";124;RUE J. DE PESQUIDOUX;1 PEUPLIER
43.600212774, 1.48347146752;"{""type"": ""LineString"", ""coordinates"": [[1.483059146903839, 43.60006745616626], [1.483883788137974, 43.60035809190365]]}";128;RUE DES LISERONS;4 MURIER PLATANE
43.5983744336, 1.48466506837;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.484418553684516, 43.59946138647778], [1.484735216030798, 43.59824242276056]], [[1.484807608456428, 43.59800874423992], [1.485077031602104, 43.59687307202908]], [[1.483619243477651, 43.60065564899863], [1.483787301265306, 43.60051214806678]]]}";140;CHEM. CHÂTEAU DE L'HERS;14 POIRIER DE CHINE,10 PIN PARASOL,11 CHARME PYRAMIDAL,2 MURIER PLATANE,2 CAIGLUS
43.592545491, 1.44203542827;"{""type"": ""LineString"", ""coordinates"": [[1.441889587578802, 43.59259049767601], [1.442181268962972, 43.592500484367]]}";163;RUE DE LA CHAUSSEE;25 PEUPLIER
43.5932190659, 1.45289013737;"{""type"": ""LineString"", ""coordinates"": [[1.452698934175718, 43.5947186196472], [1.453081340558529, 43.59171951213182]]}";164;ALLEE F. MISTRAL;128 TILLEUL
43.589816553, 1.44319989465;"{""type"": ""LineString"", ""coordinates"": [[1.44426571773521, 43.58970592331952], [1.44213407157047, 43.589927182607035]]}";191;RUE DES GALLOIS;13 CHENE ROUGE
43.5882286808, 1.44001053491;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.440849609049251, 43.589962693788486], [1.440634236542417, 43.58958035106413], [1.440291246558034, 43.58917162075152], [1.440027177417494, 43.58893268856395], [1.439718462081858, 43.58856652057801], [1.439457444502631, 43.5881246004374], [1.439411916924919, 43.58805657018282], [1.439244115788133, 43.58760693461218], [1.439179131869367, 43.58728499219673], [1.439177393464043, 43.586625200708504], [1.439265325682125, 43.58619450196567], [1.439389420462526, 43.58567950852221], [1.439429908182204, 43.58530765047583], [1.439483943000349, 43.58480901509133], [1.439487239714168, 43.58458911157476], [1.439456142411468, 43.58433510511503]], [[1.441552259768625, 43.59194367641495], [1.441263159447439, 43.59158084039658], [1.441159050677112, 43.591287069882256], [1.440984870017137, 43.590496991618], [1.4408522966992, 43.59003398945274]]]}";193;BVD M. JUIN;60 PLATANE,16 ROBINIER,35 CHARME PYRAMIDAL
43.5759597678, 1.46426583548;"{""type"": ""LineString"", ""coordinates"": [[1.463486088569197, 43.576624038320865], [1.463603660052293, 43.57651859297162], [1.463665803760872, 43.57636201596648], [1.463862172024631, 43.57619322752923], [1.465133729624599, 43.57538178954125]]}";214;RUE DE NIMES;7 ERABLE,5 PRUNUS,2 MIMOSAS,6 POIRIER DE CHINE
43.5722085737, 1.4480245672;"{""type"": ""LineString"", ""coordinates"": [[1.44920383615576, 43.573284860712256], [1.446845298238215, 43.57113228676305]]}";221;RUE DES PALMIERS;22 CHENE,6 PALMIER
43.5749209757, 1.44760711442;"{""type"": ""LineString"", ""coordinates"": [[1.446292534381136, 43.575355230110254], [1.446567577619577, 43.57527894091096], [1.448317426056856, 43.574682209615645], [1.448911794214961, 43.57445719139434]]}";224;RUE RAMBAUD;31 PIN PARASOL
43.5553718871, 1.46651699126;"{""type"": ""LineString"", ""coordinates"": [[1.466206553680263, 43.55570766142267], [1.46682742884477, 43.555036112853436]]}";225;ROUTE DE NARBONNE;25 OLIVIER
43.5885573546, 1.45088290622;"{""type"": ""LineString"", ""coordinates"": [[1.450659097277146, 43.588532204466226], [1.45094284883434, 43.58862052632695], [1.451053553259918, 43.58844067965159]]}";229;PLACE DU BUSCA;5 ORME,1 MICOCOULIER,3 LAGERSTROEMIA
43.5920060205, 1.46032386308;"{""type"": ""LineString"", ""coordinates"": [[1.460290290730989, 43.59218039992053], [1.46035743542541, 43.59183164114613]]}";233;RUE LOUIS VITET;8 CHENE
43.5845940731, 1.47344265291;"{""type"": ""LineString"", ""coordinates"": [[1.473270452838818, 43.58472459919841], [1.473614852975703, 43.58446354705557]]}";239;RUE DU GERS;6 CORYLUS,1 LIQUIDAMBAR,1 CEDRE
43.579144262, 1.48358705803;"{""type"": ""LineString"", ""coordinates"": [[1.483307648287066, 43.57950452075307], [1.483470437365726, 43.57939843298842], [1.483901936977825, 43.57897301889048], [1.483910593400022, 43.57894590936211], [1.483877182497209, 43.57892720879707], [1.483181596488687, 43.57916663546176]]}";246;PLACE DE LORMEAU;13 PLATANE,3 ZELCOVAS
43.5763569996, 1.49046092058;"{""type"": ""LineString"", ""coordinates"": [[1.489380216810609, 43.57562585250403], [1.489496570800214, 43.57591114942245], [1.489940863042093, 43.576517150785115], [1.49022824500879, 43.57653254549676], [1.49113566366203, 43.576507162766426], [1.49187947914297, 43.57645500445668]]}";248;CHEMIN DE L'EGLISE MONTAUDRAN;14 TILLEUL,3 CHENE,1 CYPRES
43.5763130092, 1.3929672792;"{""type"": ""LineString"", ""coordinates"": [[1.393424170939683, 43.576960051263576], [1.393276575625793, 43.57685446067138], [1.393232705679291, 43.5767695013091], [1.393289425672772, 43.57655614937838], [1.393154456951925, 43.576367689352196], [1.392848330913318, 43.57629684693334], [1.393026667497081, 43.57584812638305], [1.392844667652127, 43.57629639266323], [1.392328253583731, 43.57617599036101]]}";272;RUE ACHILLE MIR;20 ERABLE,13 TILLEUL,2 CATALPAS
43.5701277408, 1.38630677408;"{""type"": ""LineString"", ""coordinates"": [[1.38651096909626, 43.57017570450384], [1.386102579073173, 43.570079777156195]]}";275;ROND POINT M. ACHARD;23 CEDRE
43.5621951868, 1.3780989005;"{""type"": ""LineString"", ""coordinates"": [[1.377380224505667, 43.563640644261305], [1.377442950876201, 43.56346184760519], [1.378062376856079, 43.562629838528714], [1.378401224426558, 43.56212172142277], [1.378472811453234, 43.561876331079624], [1.378477126194594, 43.5616067173686], [1.378433793490961, 43.56138779468522], [1.378289074228237, 43.56108191379346], [1.378139678740766, 43.56065748622099]]}";295;CHEMIN DE LIFFARD;14 PLATANE,8 ERABLE,1 PRUNIER,1 SOPHORA,3 CHARME PYRAMIDAL
43.587107488, 1.42233317638;"{""type"": ""LineString"", ""coordinates"": [[1.42242973588675, 43.587858587870066], [1.422347310035079, 43.587193753703225], [1.422266619295111, 43.586631270222185], [1.422239258892061, 43.58635615451845]]}";313;RUE D'AUCH;9 ORME,17 MICOCOULIER,7 PLATANE
43.5888858565, 1.41913537221;"{""type"": ""LineString"", ""coordinates"": [[1.419251735706242, 43.58896043378311], [1.419086889093525, 43.58891894432796], [1.41911755966438, 43.588747616993984]]}";321;PLACE ODONTINE VIGNEAUX;6 TILLEUL
